line_id,file_path,line_number,original_line,translated_line
line_4515,src/router/geminicli/openai.py,286,# 定义流式请求函数（返回 StreamingResponse）,# $id_3245 StreamingResponse$id_292
line_4516,src/router/geminicli/openai.py,288,# stream_request 返回异步生成器，需要包装成 StreamingResponse,# stream_request $id_3246 StreamingResponse
line_4517,src/router/geminicli/openai.py,292,# 创建反截断处理器,# $id_2407
line_4518,src/router/geminicli/openai.py,299,# 转换为 OpenAI 格式,# $id_188 OpenAI $id_57
line_4519,src/router/geminicli/openai.py,303,# 直接迭代 process_stream() 生成器，并转换为 OpenAI 格式,# $id_3348 process_stream() $id_3347 OpenAI $id_57
line_4520,src/router/geminicli/openai.py,308,# 解析 Gemini SSE 格式,# $id_2224 Gemini SSE $id_57
line_4521,src/router/geminicli/openai.py,311,# 跳过空行,# $id_2319
line_4522,src/router/geminicli/openai.py,315,# 处理 [DONE] 标记,# $id_590 [DONE] $id_2287
line_4523,src/router/geminicli/openai.py,320,"# 解析 ""data: {...}"" 格式","# $id_2224 ""data: {...}"" $id_57"
line_4524,src/router/geminicli/openai.py,323,# 转换为 OpenAI 格式,# $id_188 OpenAI $id_57
line_4525,src/router/geminicli/openai.py,338,# 发送结束标记,# $id_3349
line_4526,src/router/geminicli/openai.py,341,# ========== 普通流式生成器 ==========,# ========== $id_3249 ==========
line_4527,src/router/geminicli/openai.py,347,# 调用 API 层的流式请求（不使用 native 模式）,# $id_1095 API $id_3250 native $id_543
line_4528,src/router/geminicli/openai.py,352,"# yield所有数据,处理可能的错误Response","# yield$id_3351,$id_3350Response"
line_4529,src/router/geminicli/openai.py,354,# 检查是否是Response对象（错误情况）,# $id_2321Response$id_3252
line_4530,src/router/geminicli/openai.py,356,# 将Response转换为SSE格式的错误消息,# $id_101Response$id_188SSE$id_3315
line_4531,src/router/geminicli/openai.py,360,# 转换为 OpenAI 格式错误,# $id_188 OpenAI $id_2019
line_4532,src/router/geminicli/openai.py,372,# 正常的bytes数据，转换为 OpenAI 格式,# $id_3353bytes$id_3352 OpenAI $id_57
line_4533,src/router/geminicli/openai.py,375,# 跳过空行,# $id_2319
line_4534,src/router/geminicli/openai.py,379,# 处理 [DONE] 标记,# $id_590 [DONE] $id_2287
line_4535,src/router/geminicli/openai.py,384,# 解析并转换 Gemini chunk 为 OpenAI 格式,# $id_3354 Gemini chunk $id_2432 OpenAI $id_57
line_4536,src/router/geminicli/openai.py,387,# 转换为 OpenAI 格式,# $id_188 OpenAI $id_57
line_4537,src/router/geminicli/openai.py,402,# 发送结束标记,# $id_3349
line_4538,src/router/geminicli/openai.py,405,# ========== 根据模式选择生成器 ==========,# ========== $id_3256 ==========
line_4539,src/router/geminicli/openai.py,409,"log.info(""启用流式抗截断功能"")","log.info(""$id_122"")"
line_4540,src/router/geminicli/openai.py,415,# ==================== 测试代码 ====================,# ==================== $id_1632 ====================
line_4541,src/router/geminicli/openai.py,419,测试代码：演示OpenAI路由的流式和非流式响应,$id_1634OpenAI$id_3267
line_4542,src/router/geminicli/openai.py,420,运行方式: python src/router/geminicli/openai.py,$id_1635: python src/router/geminicli/openai.py
line_4543,src/router/geminicli/openai.py,427,"print(""OpenAI Router 测试"")","print(""OpenAI Router $id_1444"")"
line_4544,src/router/geminicli/openai.py,430,# 创建测试应用,# $id_3268
line_4545,src/router/geminicli/openai.py,434,# 测试客户端,# $id_3269
line_4546,src/router/geminicli/openai.py,437,# 测试请求体 (OpenAI格式),# $id_1636 (OpenAI$id_57)
line_4547,src/router/geminicli/openai.py,445,# 测试Bearer令牌（模拟）,# $id_1444Bearer$id_3270
line_4548,src/router/geminicli/openai.py,449,"""""""测试非流式请求""""""","""""""$id_1646"""""""
line_4549,src/router/geminicli/openai.py,451,"print(""【测试1】非流式请求 (POST /v1/chat/completions)"")","print(""$id_14461$id_1459 (POST /v1/chat/completions)"")"
line_4550,src/router/geminicli/openai.py,453,"print(f""请求体: {json.dumps(test_request_body, indent=2, ensure_ascii=False)}\n"")","print(f""$id_1447: {json.dumps(test_request_body, indent=2, ensure_ascii=False)}\n"")"
line_4551,src/router/geminicli/openai.py,461,"print(""非流式响应数据:"")","print(""$id_1460:"")"
line_4552,src/router/geminicli/openai.py,463,"print(f""状态码: {response.status_code}"")","print(f""$id_1461: {response.status_code}"")"
line_4553,src/router/geminicli/openai.py,468,"print(f""\n响应内容 (原始):\n{content}\n"")","print(f""\n$id_1463 ($id_1464):\n{content}\n"")"
line_4554,src/router/geminicli/openai.py,470,# 尝试解析JSON,# $id_1647JSON
line_4555,src/router/geminicli/openai.py,473,"print(f""响应内容 (格式化JSON):"")","print(f""$id_1463 ($id_1465JSON):"")"
line_4556,src/router/geminicli/openai.py,476,"print(""(非JSON格式)"")","print(""($id_1648JSON$id_57)"")"
line_4557,src/router/geminicli/openai.py,478,"print(f""内容解析失败: {e}"")","print(f""$id_1640: {e}"")"
line_4558,src/router/geminicli/openai.py,481,"""""""测试流式请求""""""","""""""$id_1637"""""""
line_4559,src/router/geminicli/openai.py,483,"print(""【测试2】流式请求 (POST /v1/chat/completions)"")","print(""$id_14462$id_1445 (POST /v1/chat/completions)"")"
line_4560,src/router/geminicli/openai.py,489,"print(f""请求体: {json.dumps(stream_request_body, indent=2, ensure_ascii=False)}\n"")","print(f""$id_1447: {json.dumps(stream_request_body, indent=2, ensure_ascii=False)}\n"")"
line_4561,src/router/geminicli/openai.py,491,"print(""流式响应数据 (每个chunk):"")","print(""$id_1448 ($id_1449chunk):"")"
line_4562,src/router/geminicli/openai.py,500,"print(f""状态码: {response.status_code}"")","print(f""$id_1461: {response.status_code}"")"
line_4563,src/router/geminicli/openai.py,508,"print(f""  类型: {type(chunk).__name__}"")","print(f""  $id_1454: {type(chunk).__name__}"")"
line_4564,src/router/geminicli/openai.py,509,"print(f""  长度: {len(chunk)}"")","print(f""  $id_1455: {len(chunk)}"")"
line_4565,src/router/geminicli/openai.py,511,# 解码chunk,# $id_2318chunk
line_4566,src/router/geminicli/openai.py,514,"print(f""  内容预览: {repr(chunk_str[:200] if len(chunk_str) > 200 else chunk_str)}"")","print(f""  $id_1456: {repr(chunk_str[:200] if len(chunk_str) > 200 else chunk_str)}"")"
line_4567,src/router/geminicli/openai.py,516,# 如果是SSE格式，尝试解析每一行,# $id_1643SSE$id_3271
line_4568,src/router/geminicli/openai.py,518,# 按行分割，处理每个SSE事件,# $id_3272SSE$id_2219
line_4569,src/router/geminicli/openai.py,525,"print(f""  => 流结束标记"")","print(f""  => $id_3273"")"
line_4570,src/router/geminicli/openai.py,528,"json_str = line[6:]  # 去掉 ""data: "" 前缀","json_str = line[6:]  # $id_1644 ""data: "" $id_365"
line_4571,src/router/geminicli/openai.py,530,"print(f""  解析后的JSON: {json.dumps(json_data, indent=4, ensure_ascii=False)}"")","print(f""  $id_1457JSON: {json.dumps(json_data, indent=4, ensure_ascii=False)}"")"
line_4572,src/router/geminicli/openai.py,532,"print(f""  SSE解析失败: {e}"")","print(f""  SSE$id_2859: {e}"")"
line_4573,src/router/geminicli/openai.py,534,"print(f""  解码失败: {e}"")","print(f""  $id_3274: {e}"")"
line_4574,src/router/geminicli/openai.py,536,"print(f""\n总共收到 {chunk_count} 个chunk"")","print(f""\n$id_1458 {chunk_count} $id_723chunk"")"
line_4575,src/router/geminicli/openai.py,539,"""""""测试假流式请求""""""","""""""$id_3275"""""""
line_4576,src/router/geminicli/openai.py,541,"print(""【测试3】假流式请求 (POST /v1/chat/completions with 假流式 prefix)"")","print(""$id_14463$id_3276 (POST /v1/chat/completions with $id_121 prefix)"")"
line_4577,src/router/geminicli/openai.py,545,"fake_stream_request_body[""model""] = ""假流式/gemini-2.5-flash""","fake_stream_request_body[""model""] = ""$id_121/gemini-2.5-flash"""
line_4578,src/router/geminicli/openai.py,548,"print(f""请求体: {json.dumps(fake_stream_request_body, indent=2, ensure_ascii=False)}\n"")","print(f""$id_1447: {json.dumps(fake_stream_request_body, indent=2, ensure_ascii=False)}\n"")"
line_4579,src/router/geminicli/openai.py,550,"print(""假流式响应数据 (每个chunk):"")","print(""$id_3277 ($id_1449chunk):"")"
line_4580,src/router/geminicli/openai.py,559,"print(f""状态码: {response.status_code}"")","print(f""$id_1461: {response.status_code}"")"
line_4581,src/router/geminicli/openai.py,569,"print(f""  长度: {len(chunk_str)} 字节"")","print(f""  $id_1455: {len(chunk_str)} $id_3278"")"
line_4582,src/router/geminicli/openai.py,571,# 解析chunk中的所有SSE事件,# $id_2224chunk$id_3279SSE$id_2219
line_4583,src/router/geminicli/openai.py,578,"print(f""  包含 {len(events)} 个SSE事件"")","print(f""  $id_906 {len(events)} $id_723SSE$id_2219"")"
line_4584,src/router/geminicli/openai.py,580,# 显示每个事件,# $id_3280
line_4585,src/router/geminicli/openai.py,583,"print(f""  事件 #{event_idx}: [DONE]"")","print(f""  $id_2219 #{event_idx}: [DONE]"")"
line_4586,src/router/geminicli/openai.py,586,"json_str = event_line[6:]  # 去掉 ""data: "" 前缀","json_str = event_line[6:]  # $id_1644 ""data: "" $id_365"
line_4587,src/router/geminicli/openai.py,588,# 提取content内容,# $id_2210content$id_1639
line_4588,src/router/geminicli/openai.py,591,"print(f""  事件 #{event_idx}: content={repr(content[:50])}{'...' if len(content) > 50 else ''}, finish_reason={finish_reason}"")","print(f""  $id_2219 #{event_idx}: content={repr(content[:50])}{'...' if len(content) > 50 else ''}, finish_reason={finish_reason}"")"
line_4589,src/router/geminicli/openai.py,593,"print(f""  事件 #{event_idx}: 解析失败 - {e}"")","print(f""  $id_2219 #{event_idx}: $id_2859 - {e}"")"
line_4590,src/router/geminicli/openai.py,595,"print(f""\n总共收到 {chunk_count} 个HTTP chunk"")","print(f""\n$id_1458 {chunk_count} $id_723HTTP chunk"")"
line_4591,src/router/geminicli/openai.py,597,# 运行测试,# $id_1651
line_4592,src/router/geminicli/openai.py,599,# 测试非流式请求,# $id_1646
line_4593,src/router/geminicli/openai.py,602,# 测试流式请求,# $id_1637
line_4594,src/router/geminicli/openai.py,605,# 测试假流式请求,# $id_3275
line_4595,src/router/geminicli/openai.py,609,"print(""测试完成"")","print(""$id_1466"")"
line_4596,src/router/geminicli/openai.py,613,"print(f""\n❌ 测试过程中出现异常: {e}"")","print(f""\n❌ $id_1650: {e}"")"
line_4597,src/router/hi_check.py,2,统一的健康检查（Hi消息）处理模块,$id_3364Hi$id_3365
line_4598,src/router/hi_check.py,4,提供对OpenAI、Gemini和Anthropic格式的Hi消息的解析和响应,$id_2476OpenAI$id_189Gemini$id_15Anthropic$id_2128Hi$id_3366
line_4599,src/router/hi_check.py,10,# ==================== Hi消息检测 ====================,# ==================== Hi$id_3367 ====================
line_4600,src/router/hi_check.py,14,检查是否是健康检查请求（Hi消息）,$id_3368Hi$id_284
line_4601,src/router/hi_check.py,17,request_data: 请求数据,request_data: $id_2410
line_4602,src/router/hi_check.py,18,"format: 请求格式（""openai""、""gemini"" 或 ""anthropic""）","format: $id_3369""openai""$id_189""gemini"" $id_413 ""anthropic""$id_292"
line_4603,src/router/hi_check.py,21,是否是健康检查请求,$id_3370
line_4604,src/router/hi_check.py,24,"# OpenAI格式健康检查: {""messages"": [{""role"": ""user"", ""content"": ""Hi""}]}","# OpenAI$id_3371: {""messages"": [{""role"": ""user"", ""content"": ""Hi""}]}"
line_4605,src/router/hi_check.py,32,"# Gemini格式健康检查: {""contents"": [{""role"": ""user"", ""parts"": [{""text"": ""Hi""}]}]}","# Gemini$id_3371: {""contents"": [{""role"": ""user"", ""parts"": [{""text"": ""Hi""}]}]}"
line_4606,src/router/hi_check.py,41,"# Anthropic格式健康检查: {""messages"": [{""role"": ""user"", ""content"": ""Hi""}]}","# Anthropic$id_3371: {""messages"": [{""role"": ""user"", ""content"": ""Hi""}]}"
line_4607,src/router/hi_check.py,53,直接检查消息列表是否为健康检查消息（Anthropic专用）,$id_3372Anthropic$id_3373
line_4608,src/router/hi_check.py,55,这是一个便捷函数，用于已经提取出消息列表的场景。,$id_3374
line_4609,src/router/hi_check.py,58,messages: 消息列表,messages: $id_2786
line_4610,src/router/hi_check.py,61,是否为健康检查消息,$id_3375
line_4611,src/router/hi_check.py,70,# ==================== Hi消息响应生成 ====================,# ==================== Hi$id_3376 ====================
line_4612,src/router/hi_check.py,74,创建健康检查响应,$id_3377
line_4613,src/router/hi_check.py,77,"format: 响应格式（""openai""、""gemini"" 或 ""anthropic""）","format: $id_3378""openai""$id_189""gemini"" $id_413 ""anthropic""$id_292"
line_4614,src/router/hi_check.py,78,**kwargs: 格式特定的额外参数,**kwargs: $id_3379
line_4615,src/router/hi_check.py,79,- model: 模型名称（anthropic格式需要）,- model: $id_3380anthropic$id_3381
line_4616,src/router/hi_check.py,80,- message_id: 消息ID（anthropic格式需要）,- message_id: $id_2061ID$id_1748anthropic$id_3381
line_4617,src/router/hi_check.py,83,健康检查响应字典,$id_3382
line_4618,src/router/hi_check.py,86,# OpenAI格式响应,# OpenAI$id_2427
line_4619,src/router/hi_check.py,103,# Gemini格式响应,# Gemini$id_2427
line_4620,src/router/hi_check.py,107,"""parts"": [{""text"": ""gcli2api工作中""}],","""parts"": [{""text"": ""gcli2api$id_3383""}],"
line_4621,src/router/hi_check.py,116,# Anthropic格式响应,# Anthropic$id_2427
line_4622,src/router/hi_check.py,124,"""content"": [{""type"": ""text"", ""text"": ""antigravity Anthropic Messages 正常工作中""}],","""content"": [{""type"": ""text"", ""text"": ""antigravity Anthropic Messages $id_3384""}],"
line_4623,src/router/hi_check.py,130,# 未知格式返回空字典,# $id_3385
line_4624,src/storage/mongodb_manager.py,2,MongoDB 存储管理器,MongoDB $id_3386
line_4625,src/storage/mongodb_manager.py,16,"""""""MongoDB 数据库管理器""""""","""""""MongoDB $id_3387"""""""
line_4626,src/storage/mongodb_manager.py,18,# 状态字段常量,# $id_3388
line_4627,src/storage/mongodb_manager.py,30,"转义模型键中的点号,避免 MongoDB 将其解释为嵌套结构","$id_3390,$id_3391 MongoDB $id_3389"
line_4628,src/storage/mongodb_manager.py,33,"model_key: 原始模型键 (如 ""gemini-2.5-flash"")","model_key: $id_3392 ($id_716 ""gemini-2.5-flash"")"
line_4629,src/storage/mongodb_manager.py,36,"转义后的模型键 (如 ""gemini-2-5-flash"")","$id_3393 ($id_716 ""gemini-2-5-flash"")"
line_4630,src/storage/mongodb_manager.py,45,# 内存配置缓存 - 初始化时加载一次,# $id_3395 - $id_3394
line_4631,src/storage/mongodb_manager.py,50,"""""""初始化 MongoDB 连接""""""","""""""$id_1111 MongoDB $id_451"""""""
line_4632,src/storage/mongodb_manager.py,64,# 测试连接,# $id_3396
line_4633,src/storage/mongodb_manager.py,67,# 创建索引,# $id_3397
line_4634,src/storage/mongodb_manager.py,70,# 加载配置到内存,# $id_3398
line_4635,src/storage/mongodb_manager.py,81,"""""""创建索引""""""","""""""$id_3397"""""""
line_4636,src/storage/mongodb_manager.py,85,# 创建普通凭证索引,# $id_3399
line_4637,src/storage/mongodb_manager.py,90,# 复合索引,# $id_3400
line_4638,src/storage/mongodb_manager.py,93,# 如果经常按错误码筛选，可以添加此索引,# $id_3401
line_4639,src/storage/mongodb_manager.py,96,# 创建 Antigravity 凭证索引,# $id_1029 Antigravity $id_3402
line_4640,src/storage/mongodb_manager.py,101,# 复合索引,# $id_3400
line_4641,src/storage/mongodb_manager.py,104,# 如果经常按错误码筛选，可以添加此索引,# $id_3401
line_4642,src/storage/mongodb_manager.py,110,"""""""加载配置到内存缓存（仅在初始化时调用一次）""""""","""""""$id_3403"""""""
line_4643,src/storage/mongodb_manager.py,129,"""""""关闭 MongoDB 连接""""""","""""""$id_1169 MongoDB $id_451"""""""
line_4644,src/storage/mongodb_manager.py,138,"""""""确保已初始化""""""","""""""$id_2978"""""""
line_4645,src/storage/mongodb_manager.py,143,"""""""根据 mode 获取对应的集合名""""""","""""""$id_2136 mode $id_3404"""""""
line_4646,src/storage/mongodb_manager.py,151,# ============ SQL 方法 ============,# ============ SQL $id_3405 ============
line_4647,src/storage/mongodb_manager.py,157,随机获取一个可用凭证（负载均衡）,$id_3406
line_4648,src/storage/mongodb_manager.py,158,- 未禁用,- $id_3407
line_4649,src/storage/mongodb_manager.py,159,- 如果提供了 model_key，还会检查模型级冷却,- $id_2996 model_key$id_3408
line_4650,src/storage/mongodb_manager.py,160,- 随机选择,- $id_3409
line_4651,src/storage/mongodb_manager.py,163,"mode: 凭证模式 (""geminicli"" 或 ""antigravity"")","mode: $id_1808 (""geminicli"" $id_413 ""antigravity"")"
line_4652,src/storage/mongodb_manager.py,164,model_key: 模型键（用于模型级冷却检查，antigravity 用模型名，gcli 用 pro/flash）,model_key: $id_3410antigravity $id_3411gcli $id_3412 pro/flash$id_292
line_4653,src/storage/mongodb_manager.py,167,"- 对于 antigravity: model_key 是具体模型名（如 ""gemini-2.0-flash-exp""）","- $id_2608 antigravity: model_key $id_3413 ""gemini-2.0-flash-exp""$id_292"
line_4654,src/storage/mongodb_manager.py,168,"- 对于 gcli: model_key 是 ""pro"" 或 ""flash""","- $id_2608 gcli: model_key $id_150 ""pro"" $id_413 ""flash"""
line_4655,src/storage/mongodb_manager.py,169,- 使用聚合管道在数据库层面过滤冷却状态，性能更优,- $id_3414
line_4656,src/storage/mongodb_manager.py,178,# 构建聚合管道,# $id_3415
line_4657,src/storage/mongodb_manager.py,180,# 第一步: 筛选未禁用的凭证,# $id_3417: $id_3416
line_4658,src/storage/mongodb_manager.py,184,# 如果提供了 model_key，添加冷却检查,# $id_2996 model_key$id_3418
line_4659,src/storage/mongodb_manager.py,186,# 转义模型键中的点号,# $id_3390
line_4660,src/storage/mongodb_manager.py,189,# 第二步: 添加冷却状态字段,# $id_3420: $id_3419
line_4661,src/storage/mongodb_manager.py,194,# model_cooldowns 中没有该 model_key,# model_cooldowns $id_3421 model_key
line_4662,src/storage/mongodb_manager.py,196,# 或者冷却时间已过期,# $id_3422
line_4663,src/storage/mongodb_manager.py,202,# 第三步: 只保留可用的凭证,# $id_3424: $id_3423
line_4664,src/storage/mongodb_manager.py,206,# 第四步: 随机抽取一个,# $id_3426: $id_3425
line_4665,src/storage/mongodb_manager.py,209,# 第五步: 只投影需要的字段,# $id_3428: $id_3427
line_4666,src/storage/mongodb_manager.py,218,# 执行聚合,# $id_3429
line_4667,src/storage/mongodb_manager.py,233,获取所有可用凭证列表,$id_3430
line_4668,src/storage/mongodb_manager.py,234,- 未禁用,- $id_3407
line_4669,src/storage/mongodb_manager.py,235,- 按轮换顺序排序,- $id_3431
line_4670,src/storage/mongodb_manager.py,256,# ============ StorageBackend 协议方法 ============,# ============ StorageBackend $id_3432 ============
line_4671,src/storage/mongodb_manager.py,259,"""""""存储或更新凭证""""""","""""""$id_3433"""""""
line_4672,src/storage/mongodb_manager.py,267,# 使用 upsert + $setOnInsert,# $id_463 upsert + $setOnInsert
line_4673,src/storage/mongodb_manager.py,268,# 如果文档存在，只更新 credential_data 和 updated_at,# $id_3434 credential_data $id_15 updated_at
line_4674,src/storage/mongodb_manager.py,269,# 如果文档不存在，设置所有默认字段,# $id_3435
line_4675,src/storage/mongodb_manager.py,271,# 先尝试更新现有文档,# $id_3436
line_4676,src/storage/mongodb_manager.py,282,# 如果没有匹配到（新凭证），需要插入,# $id_3437
line_4677,src/storage/mongodb_manager.py,284,# 获取下一个 rotation_order,# $id_3438 rotation_order
line_4678,src/storage/mongodb_manager.py,293,# 插入新凭证（使用 insert_one，因为我们已经确认不存在）,# $id_3440 insert_one$id_3439
line_4679,src/storage/mongodb_manager.py,309,# 处理并发插入导致的重复键错误,# $id_3441
line_4680,src/storage/mongodb_manager.py,311,# 重试更新,# $id_3442
line_4681,src/storage/mongodb_manager.py,327,"""""""获取凭证数据，支持basename匹配以兼容旧数据""""""","""""""$id_3443basename$id_3444"""""""
line_4682,src/storage/mongodb_manager.py,334,# 首先尝试精确匹配，只投影需要的字段,# $id_3445
line_4683,src/storage/mongodb_manager.py,342,# 如果精确匹配失败，尝试使用basename匹配（处理包含路径的旧数据）,# $id_3447basename$id_3446
line_4684,src/storage/mongodb_manager.py,343,# 直接使用 $regex 结尾匹配，移除重复的 $or 条件,# $id_3449 $regex $id_3448 $or $id_1889
line_4685,src/storage/mongodb_manager.py,360,"""""""列出所有凭证文件名""""""","""""""$id_3450"""""""
line_4686,src/storage/mongodb_manager.py,367,# 使用聚合管道,# $id_3451
line_4687,src/storage/mongodb_manager.py,381,"""""""删除凭证，支持basename匹配以兼容旧数据""""""","""""""$id_3452basename$id_3444"""""""
line_4688,src/storage/mongodb_manager.py,388,# 首先尝试精确匹配删除,# $id_3453
line_4689,src/storage/mongodb_manager.py,392,# 如果精确匹配没有删除任何记录，尝试basename匹配,# $id_3454basename$id_3455
line_4690,src/storage/mongodb_manager.py,413,获取按邮箱分组的重复凭证信息（只查询邮箱和文件名，不加载完整凭证数据）,$id_3456
line_4691,src/storage/mongodb_manager.py,414,用于去重操作,$id_3457
line_4692,src/storage/mongodb_manager.py,417,"mode: 凭证模式 (""geminicli"" 或 ""antigravity"")","mode: $id_1808 (""geminicli"" $id_413 ""antigravity"")"
line_4693,src/storage/mongodb_manager.py,420,包含 email_groups（邮箱分组）、duplicate_count（重复数量）、no_email_count（无邮箱数量）的字典,$id_906 email_groups$id_3460duplicate_count$id_3459no_email_count$id_3458
line_4694,src/storage/mongodb_manager.py,428,# 使用聚合管道，只查询 filename 和 user_email 字段,# $id_3461 filename $id_15 user_email $id_2018
line_4695,src/storage/mongodb_manager.py,444,# 按邮箱分组,# $id_3462
line_4696,src/storage/mongodb_manager.py,459,# 找出重复的邮箱组,# $id_3463
line_4697,src/storage/mongodb_manager.py,465,# 保留第一个文件，其他为重复,# $id_3464
line_4698,src/storage/mongodb_manager.py,499,"""""""更新凭证状态，支持basename匹配以兼容旧数据""""""","""""""$id_3465basename$id_3444"""""""
line_4699,src/storage/mongodb_manager.py,506,# 过滤只更新状态字段,# $id_3466
line_4700,src/storage/mongodb_manager.py,516,# 首先尝试精确匹配更新,# $id_3467
line_4701,src/storage/mongodb_manager.py,522,# 如果精确匹配没有更新任何记录，尝试basename匹配,# $id_3468basename$id_3455
line_4702,src/storage/mongodb_manager.py,538,"""""""获取凭证状态，支持basename匹配以兼容旧数据""""""","""""""$id_3469basename$id_3444"""""""
line_4703,src/storage/mongodb_manager.py,546,# 首先尝试精确匹配,# $id_3470
line_4704,src/storage/mongodb_manager.py,551,# 过滤掉损坏的数据(dict类型)和过期的冷却,# $id_3471(dict$id_1454)$id_3472
line_4705,src/storage/mongodb_manager.py,566,# 如果精确匹配失败，尝试basename匹配,# $id_3473basename$id_3455
line_4706,src/storage/mongodb_manager.py,574,# 过滤掉损坏的数据(dict类型)和过期的冷却,# $id_3471(dict$id_1454)$id_3472
line_4707,src/storage/mongodb_manager.py,589,# 返回默认状态,# $id_3474
line_4708,src/storage/mongodb_manager.py,603,"""""""获取所有凭证状态""""""","""""""$id_3475"""""""
line_4709,src/storage/mongodb_manager.py,610,# 使用投影只获取需要的字段,# $id_3476
line_4710,src/storage/mongodb_manager.py,631,# 自动过滤掉已过期的模型CD,# $id_3477CD
line_4711,src/storage/mongodb_manager.py,662,获取凭证的摘要信息（不包含完整凭证数据）- 支持分页和状态筛选,$id_3478- $id_3479
line_4712,src/storage/mongodb_manager.py,665,offset: 跳过的记录数（默认0）,offset: $id_34800$id_292
line_4713,src/storage/mongodb_manager.py,666,limit: 返回的最大记录数（None表示返回所有）,limit: $id_3481None$id_3482
line_4714,src/storage/mongodb_manager.py,667,"status_filter: 状态筛选（all=全部, enabled=仅启用, disabled=仅禁用）","status_filter: $id_3483all=$id_1238, enabled=$id_724, disabled=$id_3484"
line_4715,src/storage/mongodb_manager.py,668,"mode: 凭证模式 (""geminicli"" 或 ""antigravity"")","mode: $id_1808 (""geminicli"" $id_413 ""antigravity"")"
line_4716,src/storage/mongodb_manager.py,669,"error_code_filter: 错误码筛选（格式如""400""或""403""，筛选包含该错误码的凭证）","error_code_filter: $id_3486""400""$id_413""403""$id_3485"
line_4717,src/storage/mongodb_manager.py,670,"cooldown_filter: 冷却状态筛选（""in_cooldown""=冷却中, ""no_cooldown""=未冷却）","cooldown_filter: $id_3487""in_cooldown""=$id_3489, ""no_cooldown""=$id_3488"
line_4718,src/storage/mongodb_manager.py,673,包含 items（凭证列表）、total（总数）、offset、limit 的字典,$id_906 items$id_3490total$id_3491offset$id_189limit $id_2782
line_4719,src/storage/mongodb_manager.py,678,# 根据 mode 选择集合名,# $id_2136 mode $id_3492
line_4720,src/storage/mongodb_manager.py,682,# 构建查询条件,# $id_3493
line_4721,src/storage/mongodb_manager.py,689,# 错误码筛选 - 兼容存储为数字或字符串的情况,# $id_3495 - $id_3494
line_4722,src/storage/mongodb_manager.py,699,# 计算全局统计数据（不受筛选条件影响）,# $id_3496
line_4723,src/storage/mongodb_manager.py,719,# 获取所有匹配的文档（用于冷却筛选，因为需要在Python中判断）,# $id_3497Python$id_3498
line_4724,src/storage/mongodb_manager.py,740,# 自动过滤掉已过期的模型CD,# $id_3477CD
line_4725,src/storage/mongodb_manager.py,758,# 应用冷却筛选,# $id_3499
line_4726,src/storage/mongodb_manager.py,760,# 只保留有冷却的凭证,# $id_3500
line_4727,src/storage/mongodb_manager.py,764,# 只保留没有冷却的凭证,# $id_3501
line_4728,src/storage/mongodb_manager.py,768,# 不筛选冷却状态,# $id_3502
line_4729,src/storage/mongodb_manager.py,771,# 应用分页,# $id_3503
line_4730,src/storage/mongodb_manager.py,796,# ============ 配置管理（内存缓存）============,# ============ $id_3504============
line_4731,src/storage/mongodb_manager.py,799,"""""""设置配置（写入数据库 + 更新内存缓存）""""""","""""""$id_3505 + $id_3506"""""""
line_4732,src/storage/mongodb_manager.py,810,# 更新内存缓存,# $id_3507
line_4733,src/storage/mongodb_manager.py,819,"""""""重新加载配置缓存（在批量修改配置后调用）""""""","""""""$id_3508"""""""
line_4734,src/storage/mongodb_manager.py,826,"""""""获取配置（从内存缓存）""""""","""""""$id_3509"""""""
line_4735,src/storage/mongodb_manager.py,831,"""""""获取所有配置（从内存缓存）""""""","""""""$id_3510"""""""
line_4736,src/storage/mongodb_manager.py,836,"""""""删除配置""""""","""""""$id_3511"""""""
line_4737,src/storage/mongodb_manager.py,843,# 从内存缓存移除,# $id_3512
line_4738,src/storage/mongodb_manager.py,851,# ============ 模型级冷却管理 ============,# ============ $id_3513 ============
line_4739,src/storage/mongodb_manager.py,861,设置特定模型的冷却时间,$id_3514
line_4740,src/storage/mongodb_manager.py,864,filename: 凭证文件名,filename: $id_3515
line_4741,src/storage/mongodb_manager.py,865,model_key: 模型键（antigravity 用模型名，gcli 用 pro/flash）,model_key: $id_3516antigravity $id_3411gcli $id_3412 pro/flash$id_292
line_4742,src/storage/mongodb_manager.py,866,cooldown_until: 冷却截止时间戳（None 表示清除冷却）,cooldown_until: $id_2991None $id_3517
line_4743,src/storage/mongodb_manager.py,867,"mode: 凭证模式 (""geminicli"" 或 ""antigravity"")","mode: $id_1808 (""geminicli"" $id_413 ""antigravity"")"
line_4744,src/storage/mongodb_manager.py,870,是否成功,$id_2989
line_4745,src/storage/mongodb_manager.py,878,# 转义模型键中的点号,# $id_3390
line_4746,src/storage/mongodb_manager.py,881,# 使用原子操作直接更新，避免竞态条件,# $id_3518
line_4747,src/storage/mongodb_manager.py,883,# 删除指定模型的冷却,# $id_3519
line_4748,src/storage/mongodb_manager.py,892,# 设置冷却时间,# $id_3520
line_4749,src/storage/sqlite_manager.py,2,SQLite 存储管理器,SQLite $id_3386
line_4750,src/storage/sqlite_manager.py,17,"""""""SQLite 数据库管理器""""""","""""""SQLite $id_3387"""""""
line_4751,src/storage/sqlite_manager.py,19,# 状态字段常量,# $id_3388
